artist,song.name,year,corpus,rank,start,end,male,non.cis,race,ethnicity,primary.status,BIPOC,gender,encoder,
Martha and the Vandellas,Dancing in the Street,1964,2004,40,0,8,0,0,0,1,0,0,0,A. Brown,
Martha and the Vandellas,Dancing in the Street,1964,2021,130,0,8,0,0,0,1,0,0,0,A. Brown,
Martha and the Vandellas,Heat Wave,1963,2021,257,0,27,0,0,0,1,0,0,0,A. Brown,
Martha and the Vandellas,Nowhere to Run,1965,2004,358,0,6,0,0,0,1,0,0,0,A. Brown,
Marvin Gaye,I Heard It Through the Grapevine,1968,2004,80,0,20,0,0,0,1,0,0,0,A. Brown,
Marvin Gaye,I Heard It Through the Grapevine,1968,2021,119,0,20,0,0,1,1,1,1,0,A. Brown,
Marvin Gaye,Let's Get It On,1973,2004,167,0,2,0,0,1,1,1,1,0,A. Brown,
Marvin Gaye,Let's Get it On,1973,2021,264,0,2,0,0,1,1,1,1,0,A. Brown,
Marvin Gaye,Sexual Healing,1982,2004,231,0,17,1,0,0,0,1,0,1,A. Brown,
Marvin Gaye,Sexual Healing,1982,2021,198,0,17,0,0,0,0,0,0,0,A. Brown,
Marvin Gaye,What's Going On,1971,2021,6,7,17,1,0,0,0,1,0,1,A. Brown,
Marvin Gaye,What's Going On,1971,2004,4,7,17,0,0,1,0,1,1,0,A. Brown,
Mary J. Blige,Real Love,1992,2021,327,0,4,0,0,0,0,0,0,0,A. Brown,
Mazzy Star,Fade Into You,1993,2021,468,0,19,1,0,0,0,1,0,1,A. Brown,
Megan Thee Stallion feat. Beyonc√©,Savage (Remix),2020,2021,438,0,2,0,0,0,0,0,0,0,A. Brown,
Merle Haggard,Mama Tried,1968,2021,376,0,11,0,0,0,0,0,0,0,A. Brown,
Metallica,Enter Sandman,1991,2004,399,0,70,0,0,0,0,0,0,0,A. Brown,
Metallica,Enter Sandman,1991,2021,390,0,70,0,0,0,0,0,0,0,A. Brown,
Metallica,Master of Puppets,1986,2021,256,0,60,0,0,1,1,1,1,0,A. Brown,
Michael Jackson,Beat It,1982,2004,337,0,38,0,0,0,0,0,0,0,A. Brown,
Michael Jackson,Beat It,1982,2021,185,0,38,0,0,0,0,0,0,0,A. Brown,
Michael Jackson,Billie Jean,1983,2004,58,0,28,0,0,0,0,0,0,0,A. Brown,
Michael Jackson,Billie Jean,1982,2021,44,0,28,1,0,1,1,1,1,1,A. Brown,
Michael Jackson,Rock With You,1979,2021,354,0,18,1,0,0,1,1,1,1,A. Brown,
Migos feat. Lil Uzi Vert,Bad and Boujee,2016,2021,451,0,15,1,0,0,0,1,0,1,A. Brown,
Miles Davis,So What,1959,2021,492,0,33,0,0,0,1,1,1,0,A. Brown,
Miranda Lambert,The House That Built Me,2010,2021,441,0,20,1,0,1,1,1,1,1,A. Brown,
Missy Elliott,Get Ur Freak On,2001,2021,8,0,22,1,0,0,0,1,0,1,A. Brown,
Missy Elliott,The Rain (Supa Dupa Fly),1997,2021,453,0,31,0,0,1,0,1,1,0,A. Brown,
Missy Elliott,Work It,2000,2021,56,0,29,0,0,1,0,1,1,0,A. Brown,
Mitch Ryder and the Detroit Wheels,Devil With a Blue Dress On / Good Golly Miss Molly,1966,2004,428,0,30,0,0,1,0,1,1,0,A. Brown,
Mobb Deep,"Shook Ones, Pt. II",1995,2021,215,0,27,0,0,1,0,1,1,0,A. Brown,
Mot√∂rhead,Ace of Spades,1980,2021,442,0,13,0,0,1,0,1,1,0,A. Brown,
Sly and the Family Stone,Family Affair,1971,2004,138,0,4,0,0,0,0,0,0,0,A. Brown,
Sly and the Family Stone,Family Affair,1971,2021,57,0,4,0,0,1,0,1,1,0,A. Brown,
Sly and the Family Stone,Hot Fun in the Summertime,1969,2004,247,0,10,0,0,1,0,1,1,0,A. Brown,
Sly and the Family Stone,Stand!,1969,2004,241,0,3,0,0,1,0,1,1,0,A. Brown,
Sly and the Family Stone,Thank You (Falettinme Be Mice Elf Agin),1970,2004,402,0,18,0,0,1,0,1,1,0,A. Brown,
Smokey Robinson,Ooo Baby Baby,1965,2004,262,0,10,0,0,1,0,1,1,0,A. Brown,
Smokey Robinson and the Miracles,The Tears of a Clown,1967,2021,313,0,13,0,0,1,0,1,1,0,A. Brown,
Smokey Robinson and the Miracles,The Tracks of My Tears,1965,2021,54,0,20,1,0,0,0,1,0,1,A. Brown,
Solange,Cranes in the Ski,2016,2021,487,0,26,1,0,0,0,0,0,0,A. Brown,
Solomon Burke,Everybody Needs Somebody to Love,1964,2004,429,0,57,1,0,0,0,0,0,0,A. Brown,
Sonic Youth,Teenage Riot,1988,2021,157,0,124,0,0,0,1,0,0,0,A. Brown,
Sonny and Cher,I Got You Babe,1965,2004,444,0,7,0,0,0,0,0,0,0,A. Brown,
Soundgarden,Black Hole Sun,1994,2021,368,0,16,0,0,0,0,0,0,0,A. Brown,
Spencer Davis Group,Gimme Some Lovin',1966,2004,244,0,29,0,0,1,0,1,1,0,A. Brown,
Steel Pulse,Ku Klux Klan,1978,2021,460,0,30,0,0,0,0,0,0,0,A. Brown,
Steely Dan,Deacon Blues,1977,2021,214,0,14,0,0,0,0,0,0,0,A. Brown,
Steppenwolf,Born To Be Wild,1968,2004,129,0,14,0,0,0,0,0,0,0,A. Brown,
Stevie Nicks,Edge of Seventeen,1981,2021,217,0,8,1,0,0,0,1,0,1,A. Brown,
Stevie Wonder,Higher Ground,1973,2004,261,0,23,0,0,1,0,1,1,0,A. Brown,
Stevie Wonder,Higher Ground,1973,2021,113,0,23,0,0,1,0,1,1,0,A. Brown,
Stevie Wonder,Living for the City,1973,2004,104,0,11,0,0,1,0,1,1,0,A. Brown,
Stevie Wonder,"Signed, Sealed, Delivered I'm Yours",1970,2021,203,0,10,0,0,1,0,1,1,0,A. Brown,
Stevie Wonder,Superstition,1972,2004,74,0,29,1,0,1,0,1,1,1,A. Brown,
Stevie Wonder,Superstition,1972,2021,12,0,29,1,0,1,0,1,1,1,A. Brown,
Stevie Wonder,You Are the Sunshine of My Life,1972,2004,281,0,15,0,0,0,0,0,0,0,A. Brown,
Stevie Wonder,You Are the Sunshine of My Life,1972,2021,183,0,15,0,0,1,0,1,1,0,A. Brown,
Sugar Hill Gang,Rapper's Delight,1979,2021,427,0,17,0,0,1,0,1,1,0,A. Brown,
Sylvester,You Make Me Feel (Mighty Real),1978,2021,399,0,29,1,0,0,0,0,0,0,A. Brown,
Notorious B.I.G.,Juicy,1994,2021,32,,,0,0,0,0,0,0,0,AH,
Oasis,Wonderwall,1995,2021,95,,,0,0,0,0,0,0,0,AH,
Otis Redding,(Sittin' on) the Dock of the Bay,1968,2004,28,,,0,0,0,0,0,0,0,AH,
Otis Redding,(Sittin' on) the Dock of the Bay,1967,2021,38,,,0,0,0,0,0,0,0,AH,
Otis Redding,I've Been Loving You Too Long (to Stop Now),1965,2004,110,,,0,0,0,0,0,0,0,AH,
Otis Redding,Try a Little Tenderness,1966,2004,204,,,1,0,0,0,1,0,1,AH,
Otis Redding,Try a Little Tenderness,1966,2021,136,,,0,0,1,0,1,1,0,AH,
Outkast,B.O.B.,2000,2021,39,,,0,0,0,0,0,0,0,AH,
Outkast,Hey Ya!,2003,2004,180,,,1,0,1,0,1,1,1,AH,
Outkast,Hey Ya!,2003,2021,10,,,1,0,1,0,1,1,1,AH,
Outkast,Ms. Jackson,2000,2021,145,,,1,0,0,0,1,0,1,AH,
Parliament,Flash Light,1977,2004,199,,,0,0,0,0,0,0,0,AH,
Parliament,Flash Light,1977,2021,252,,,0,0,0,0,0,0,0,AH,
Patsy Cline,Crazy,1961,2004,85,,,0,0,1,0,1,1,0,AH,
Patsy Cline,Crazy,1961,2021,195,,,1,0,0,0,0,0,0,AH,
Patsy Cline,I Fall to Pieces,1961,2004,238,,,1,0,0,0,1,0,1,AH,
Patti Smith,Because the Night,1978,2021,358,,,1,0,0,0,1,0,1,AH,
Patti Smith,Gloria,1975,2021,97,,,0,0,0,0,0,0,0,AH,
Patti Smith Group,Dancing Barefoot,1979,2004,323,,,0,0,1,0,1,1,0,AH,
Paul McCartney,Maybe I'm Amazed,1970,2004,338,,,1,0,1,0,1,1,1,AH,
Paul Revere and the Raiders,Kicks,1966,2004,400,,,0,0,1,0,1,1,0,AH,
Paul Simon,American Tune,1973,2021,262,,,0,0,0,0,0,0,0,AH,
Paul Simon,Graceland,1986,2004,485,,,0,0,1,0,1,1,0,AH,
Pavement,Summer Babe (Winter Version),1992,2004,286,,,0,0,1,0,1,1,0,AH,
Pavement,Summer Babe (Winter Version),1992,2021,244,,,1,0,1,0,1,1,1,AH,
Pearl Jam,Alive,1991,2021,416,,,1,0,1,0,1,1,1,AH,
Percy Sledge,When a Man Loves a Woman,1966,2004,54,,,0,0,1,0,1,1,0,AH,
Pet Shop Boys,West End Girls,1984,2021,433,,,0,0,0,0,0,0,0,AH,
Pete Rock and CL Smooth,They Reminisce Over You,1992,2021,430,,,0,0,1,0,0,0,0,AH,
Peter Gabriel,Solsbury Hill,1977,2021,472,,,0,0,1,0,0,0,0,AH,
Phil Collins,In the Air Tonight,1981,2021,291,,,0,0,0,0,0,0,0,AH,
Pink Floyd,Another Brick in the Wall Part 2,1979,2004,375,,,0,0,0,0,0,0,0,AH,
Dusty Springfield,You Don't Have to Say You Love Me,1966,2004,491,,,0,0,1,0,1,1,0,CBT,
"Earth, Wind, and Fire",September,1978,2021,65,,,0,0,1,0,1,1,0,CBT,
"Earth, Wind, and Fire",That's the Way of the World,1975,2004,329,,,0,0,1,0,1,1,0,CBT,
Eddie Cochran,C'mon Everybody,1958,2004,403,,,0,0,1,1,1,1,0,CBT,
Eddie Cochran,Summertime Blues,1958,2004,73,,,1,0,1,0,1,1,1,CBT,
Eddie Cochran,Summertime Blues,1958,2021,432,,,0,0,0,0,0,0,0,CBT,
Elton John,Bennie and the Jets,1973,2021,371,,,0,0,0,0,0,0,0,CBT,
Elton John,Candle in the Wind,1973,2004,347,,,0,0,0,0,0,0,0,CBT,
Elton John,Goodbye Yellow Brick Road,1973,2004,380,,,0,0,0,0,0,0,0,CBT,
Elton John,Rocket Man,1972,2004,242,,,0,0,0,0,0,0,0,CBT,
Elton John,Rocket Man,1972,2021,149,,,0,0,1,0,1,1,0,CBT,
Elton John,Tiny Dancer,1971,2004,387,,,0,0,1,0,1,1,0,CBT,
Elton John,Tiny Dancer,1972,2021,47,,,0,0,1,0,1,1,0,CBT,
Elton John,Your Song,1970,2004,136,,,0,0,1,0,1,1,0,CBT,
Elton John,Your Song,1970,2021,202,,,0,0,1,0,1,1,0,CBT,
Elvis Costello,Alison,1977,2004,318,,,0,0,1,0,1,1,0,CBT,
Elvis Costello,Alison,1977,2021,396,,,0,0,1,1,1,1,0,CBT,
Elvis Costello,Watching the Detectives,1977,2004,354,,,0,0,0,0,0,0,0,CBT,
Elvis Costello and the Attractions,(What's So Funny 'Bout) Peace Love and Understanding?,1979,2004,284,,,0,0,0,1,0,0,0,CBT,
Elvis Presley,All Shook Up,1957,2004,352,,,0,0,0,1,0,0,0,CBT,
Elvis Presley,Blue Suede Shoes,1956,2004,423,,,0,0,0,1,0,0,0,CBT,
Elvis Presley,Can't Help Falling in Love,1961,2004,394,,,1,0,0,0,1,0,1,CBT,
Elvis Presley,Don't Be Cruel,1956,2004,197,,,1,0,1,0,1,1,1,CBT,
Elvis Presley,Heartbreak Hotel,1956,2004,45,,,1,0,1,0,1,1,1,CBT,
Elvis Presley,Heartbreak Hotel,1958,2021,347,,,1,0,1,0,1,1,1,CBT,
Elvis Presley,Hound Dog,1956,2004,19,,,1,0,1,0,1,1,1,CBT,
Elvis Presley,Jailhouse Rock,1957,2004,67,,,1,0,1,0,1,1,1,CBT,
Elvis Presley,Jailhouse Rock,1957,2021,216,,,0,0,1,0,1,1,0,CBT,
Elvis Presley,Love Me Tender,1956,2004,437,,,0,0,1,0,1,1,0,CBT,
Elvis Presley,Mystery Train,1955,2004,77,,,1,0,0,0,1,0,1,CBT,
Elvis Presley,Suspicious Minds,1969,2004,91,,,0,0,0,0,0,0,0,CBT,
Elvis Presley,Suspicious Minds,1969,2021,70,,,0,0,0,0,0,0,0,CBT,
Elvis Presley,That's All Right,1954,2004,112,,,0,0,1,0,1,1,0,CBT,
Eminem,Lose Yourself,2002,2004,166,,,0,0,1,0,1,1,0,CBT,
Eminem,Lose Yourself,2002,2021,167,,,0,0,1,0,1,1,0,CBT,
Eminem feat. Dido,Stan,2000,2004,290,,,0,0,0,0,0,0,0,CBT,
Eminem feat. Dido,Stan,2000,2021,223,,,0,0,1,0,0,0,0,CBT,
? and the Mysterians,96 Tears,1966,2004,210,0,9,0,0,1,1,1,1,0,EOD,
2Pac,California Love,1995,2021,320,0,12,0,0,1,1,1,1,0,EOD,
50 Cent,In Da Club,2003,2021,444,0,0,1,0,0,0,1,0,1,EOD,
A Tribe Called Quest,Can I Kick It?,1990,2021,292,0,29,0,0,0,0,0,0,0,EOD,
Aaliyah,Are You That Somebody?,1998,2021,238,0,0,0,0,0,0,0,0,0,EOD,
Aaron Neville,Tell It Like It Is,1966,2004,381,0,3,0,0,0,0,0,0,0,EOD,
ABBA,Dancing Queen,1976,2004,171,0,19,0,0,0,0,0,0,0,EOD,
ABBA,Dancing Queen,1976,2021,286,0,18,0,0,0,0,0,0,0,EOD,
AC/DC,Back in Black,1980,2004,187,0,26,0,0,1,0,1,1,0,EOD,
AC/DC,Highway to Hell,1979,2004,254,0,18,0,0,1,0,1,1,0,EOD,
AC/DC,You Shook Me All Night Long,1980,2021,287,0,29,0,0,1,0,1,1,0,EOD,
Adele,Rolling in the Deep,2011,2021,82,0,5,0,0,1,0,1,1,0,EOD,
Aerosmith,Dream On,1973,2004,172,0,36,0,0,1,0,1,1,0,EOD,
Aerosmith,Dream On,1973,2021,199,0,37,0,0,0,0,0,0,0,EOD,
Aerosmith,Sweet Emotion,1975,2004,408,0,35,0,0,0,0,0,0,0,EOD,
Aerosmith,Walk This Way,1976,2004,336,0,13,0,0,1,0,1,1,0,EOD,
Al Green,Let's Stay Together,1971,2004,60,0,10,1,0,1,0,1,1,1,EOD,
Al Green,Let's Stay Together,1971,2021,84,0,10,0,0,1,0,1,1,0,EOD,
Al Green,Love and Happiness,1972,2004,98,0,3,0,0,1,0,1,1,0,EOD,
Al Green,Love and Happiness,1972,2021,274,0,2,0,0,0,1,0,0,0,EOD,
Al Green,Take Me to the River,1974,2004,117,0,28,0,0,0,0,0,0,0,EOD,
Al Green,Tired of Being Alone,1971,2004,293,0,8,0,0,1,0,1,1,0,EOD,
Alice Cooper,I'm Eighteen,1971,2004,482,0,25,0,0,1,0,1,1,0,EOD,
Alice Cooper,School's Out,1972,2004,319,0,21,0,0,0,0,0,0,0,EOD,
Alice Cooper,School's Out,1972,2021,293,0,21,0,0,0,0,0,0,0,EOD,
Alicia Keys,If I Ain't Got You,2003,2021,440,0,24,0,0,0,0,0,0,0,EOD,
Allman Brothers Band,Whipping Post,1969,2021,410,0,25,0,0,1,0,1,1,0,EOD,
Amy Winehouse,Back to Black,2006,2021,79,0,15,0,0,1,0,1,1,0,EOD,
Archie Bell and the Drells,Tighten Up,1968,2004,265,0,16,0,0,0,0,0,0,0,EOD,
Aretha Franklin,Chain of Fools,1967,2004,249,0,4,1,0,0,0,1,0,1,EOD,
Aretha Franklin,Chain of Fools,1967,2021,306,0,4,0,0,0,0,0,0,0,EOD,
Roy Orbison,"Oh, Pretty Woman",1964,2004,222,,,0,0,1,0,1,1,0,EOD,
Roy Orbison,Only the Lonely (Know the Way I Feel),1960,2004,232,,,0,0,1,0,1,1,0,EOD,
Rufus and Chaka Khan,Ain't Nobody,1983,2021,403,,,1,0,1,0,1,1,1,EOD,
Run-DMC,Sucker MC's,1984,2021,406,,,1,0,1,0,1,1,1,EOD,
Run-DMC,Walk This Way,1986,2004,287,,,0,0,0,0,0,0,0,EOD,
Rush,Limelight,1981,2021,435,,,0,0,0,1,0,0,0,EOD,
Sade,No Ordinary Love,1992,2021,459,,,0,0,0,1,0,0,0,EOD,
Salt-n-Pepa,Push It,1987,2004,440,,,0,0,1,0,1,1,0,EOD,
Sam and Dave,Soul Man,1967,2004,458,,,0,0,1,0,1,1,0,EOD,
Sam Cooke,A Change Is Gonna Come,1964,2004,12,,,0,0,1,0,1,1,0,EOD,
Sam Cooke,A Change Is Gonna Come,1964,2021,3,,,0,0,1,0,1,1,0,EOD,
Sam Cooke,Cupid,1961,2004,452,,,0,0,1,0,1,1,0,EOD,
Sam Cooke,Wonderful World,1969,2004,373,,,1,0,0,0,1,0,1,EOD,
Sam Cooke,You Send Me,1957,2004,115,,,1,0,1,0,1,1,1,EOD,
Santana,Oye Como Va,1970,2021,479,,,1,0,1,0,1,1,1,EOD,
Screamin' Jay Hawkins,I Put a Spell on You,1956,2004,313,,,1,0,1,0,1,1,1,EOD,
Screamin' Jay Hawkins,I Put A Spell on You,1956,2021,299,,,0,0,1,0,1,1,0,EOD,
Selena,Amor Prohibido,1994,2021,405,,,0,0,0,0,0,0,0,EOD,
Sex Pistols,Anarchy in the U.K.,1977,2004,53,,,0,0,1,1,1,1,0,EOD,
Sex Pistols,Anarchy in the U.K.,1977,2021,125,,,0,0,1,0,1,1,0,EOD,
Sex Pistols,God Save The Queen,1977,2021,365,,,0,0,1,0,1,1,0,EOD,
Simon and Garfunkel,Bridge over Troubled Water,1970,2004,47,,,0,0,0,0,0,0,0,EOD,
Simon and Garfunkel,Bridge Over Troubled Water,1970,2021,66,,,0,0,0,0,0,0,0,EOD,
Simon and Garfunkel,The Boxer,1969,2004,105,,,1,0,1,0,1,1,1,EOD,
Simon and Garfunkel,The Sound of Silence,1964,2021,182,,,0,0,0,0,0,0,0,EOD,
Simon and Garfunkel,The Sounds of Silence,1965,2004,156,,,0,0,0,0,0,0,0,EOD,
Sinead O'Connor,Nothing Compares 2 U,1990,2021,184,,,0,0,0,0,0,0,0,EOD,
Sinead O'Connor,Nothing Compares 2 U,1990,2004,162,,,0,0,0,1,1,1,0,EOD,
Sister Nancy,Bam Bam,1982,2021,454,,,1,0,1,0,1,1,1,EOD,
Sly and the Family Stone,Dance to the Music,1968,2004,223,,,0,0,0,0,0,0,0,EOD,
Sly and the Family Stone,Everyday People,1968,2004,145,,,0,0,0,0,0,0,0,EOD,
Sly and the Family Stone,Everyday People,1968,2021,109,,,0,0,1,0,1,1,0,EOD,
Little Eva,The Loco-Motion,1962,2004,350,0,8,0,0,0,0,0,0,0,GSW,
Little Richard,"Good Golly, Miss Molly",1958,2004,94,0,17,1,0,1,0,1,1,1,GSW,
Little Richard,"Good Golly, Miss Molly",1958,2021,92,0,17,0,0,1,0,0,0,0,GSW,
Little Richard,Keep a Knockin',1957,2004,442,0,6,1,0,0,1,1,1,1,GSW,
Little Richard,Long Tall Sally,1956,2004,56,0,0,1,0,1,0,1,1,1,GSW,
Little Richard,The Girl Can't Help It,1957,2004,413,0,3,1,0,1,0,1,1,1,GSW,
Little Richard,Tutti Frutti,1955,2004,43,0,0,1,0,1,0,1,1,1,GSW,
Little Richard,Tutti Frutti,1955,2021,35,0,0,1,0,1,0,1,1,1,GSW,
Liz Phair,Divorce Song,1993,2021,308,0,15,1,0,1,0,1,1,1,GSW,
Lizzo,Truth Hurts,2017,2021,497,0,6,0,0,1,1,1,1,0,GSW,
Lloyd Price,Stagger Lee,1958,2004,456,0,0,0,0,0,1,0,0,0,GSW,
Lorde,Royals,2011,2021,30,0,0,0,0,1,1,1,1,0,GSW,
Loretta Lynn,Coal Miner's Daughter,1970,2021,255,0,7,0,0,0,1,0,0,0,GSW,
Lou Reed,Walk on the Wild Side,1972,2004,221,0,20,0,0,1,0,1,1,0,GSW,
Lou Reed,Walk on the Wild Side,1972,2021,180,0,20,1,0,1,0,1,1,1,GSW,
Louis Armstrong,What a Wonderful World,1967,2021,171,0,6,0,0,1,0,1,1,0,GSW,
Love,Alone Again Or,1968,2004,436,0,18,1,0,1,0,1,1,1,GSW,
Lovin' Spoonful,Do You Believe in Magic,1965,2004,216,0,7,0,0,0,0,0,0,0,GSW,
Lucinda Williams,Passionate Kisses,1988,2021,437,0,8,1,0,0,0,1,0,1,GSW,
Luther Vandross,Never Too Much,1981,2021,466,0,38,0,0,1,0,1,1,0,GSW,
Lynyrd Skynyrd,Free Bird,1973,2004,191,0,69,0,0,1,0,1,1,0,GSW,
Lynyrd Skynyrd,Free Bird,1973,2021,407,0,69,1,0,0,0,1,0,1,GSW,
Lynyrd Skynyrd,Sweet Home Alabama,1974,2004,398,0,23,1,0,1,0,1,1,1,GSW,
M.I.A.,Paper Planes,2008,2021,46,0,11,0,0,0,1,0,0,0,GSW,
Madonna,Into the Groove,1985,2021,161,0,17,0,0,1,0,1,1,0,GSW,
Madonna,Like a Prayer,1989,2004,300,0,10,0,0,0,0,0,0,0,GSW,
Madonna,Like a Prayer,1989,2021,55,0,10,0,0,1,0,1,1,0,GSW,
Madonna,Vogue,1990,2021,139,0,85,1,0,0,0,1,0,1,GSW,
Mariah Carey,Fantasy,1995,2021,419,0,21,0,0,0,0,0,0,0,GSW,
Mark Ronson feat. Bruno Mars,Uptown Funk,2015,2021,417,0,17,0,0,0,1,0,0,0,GSW,
Marshall Jefferson,Move Your Body (The House Music Anthem),1986,2021,335,0,65,0,0,0,1,0,0,0,GSW,
The Byrds,I'll Feel a Whole Lot Better,1965,2004,234,0,5,0,0,0,1,0,0,0,GSW,
The Byrds,Mr. Tambourine Man,1965,2004,79,0,8,0,0,0,0,0,0,0,GSW,
The Byrds,Mr. Tambourine Man,1965,2021,230,0,8,0,0,0,0,0,0,0,GSW,
The Carpenters,We've Only Just Begun,1970,2004,405,0,12,0,0,0,0,0,0,0,GSW,
The Cars,Just What I Needed,1978,2021,369,0,17,1,0,1,0,1,1,1,GSW,
The Chantels,Maybe,1957,2004,195,0,15,0,0,0,0,0,0,0,GSW,
The Chiffons,One Fine Day,1963,2004,460,0,6,0,0,0,0,0,0,0,GSW,
The Chords,Sh-Boom,1954,2004,215,0,0,0,0,0,0,0,0,0,GSW,
The Clash,Complete Control,1979,2004,361,0,11,0,0,1,0,1,1,0,GSW,
The Clash,London Calling,1980,2004,15,0,21,0,0,0,0,0,0,0,GSW,
The Clash,London Calling,1980,2021,143,0,21,0,0,1,0,1,1,0,GSW,
The Clash,Should I Stay or Should I Go,1982,2004,228,0,15,0,0,1,0,1,1,0,GSW,
The Clash,Train in Vain,1979,2004,292,0,11,0,0,1,0,1,1,0,GSW,
The Clash,White Man in Hammersmith Palais,1978,2021,340,0,16,0,0,0,1,0,0,0,GSW,
The Clash,White Man in Hammersmith Palais,1979,2004,430,0,16,0,0,1,0,1,1,0,GSW,
The Coasters,Young Blood,1957,2004,414,0,1,0,0,1,0,1,1,0,GSW,
The Crystals,Da Doo Ron Ron,1963,2004,114,0,6,1,0,0,0,1,0,1,GSW,
The Crystals,Da Doo Ron Ron,1963,2021,366,0,6,0,0,0,0,0,0,0,GSW,
The Crystals,He's a Rebel,1962,2004,263,0,9,0,0,0,0,0,0,0,GSW,
The Crystals,Then He Kissed Me,1963,2004,493,0,10,0,0,1,0,1,1,0,GSW,
The Cure,Just Like Heaven,1987,2004,483,0,49,0,0,1,1,1,1,0,GSW,
The Cure,Just Like Heaven,1987,2021,108,0,49,0,0,1,0,1,1,0,GSW,
The Cure,Pictures of You,1989,2004,278,0,113,0,0,1,0,1,1,0,GSW,
The Cure,Pictures of You,1989,2021,377,0,113,0,0,1,0,1,1,0,GSW,
The Del-Vikings,Come Go With Me,1957,2004,441,0,1,0,0,1,0,1,1,0,GSW,
The Dells,"Oh, What a Night",1969,2004,260,0,4,0,0,0,0,0,0,0,GSW,
The Dixie Cups,Chapel of Love,1964,2004,279,0,1,0,0,0,0,0,0,0,GSW,
The Doobie Brothers,What a Fool Believes,1979,2021,343,0,16,0,0,0,0,0,0,0,GSW,
The Doors,Light My Fire,1967,2004,35,0,9,0,0,0,0,0,0,0,GSW,
The Doors,Light My Fire,1967,2021,310,0,9,0,0,0,0,0,0,0,GSW,
Mott the Hoople,All the Young Dudes,1972,2004,253,0,11,0,0,1,0,1,1,0,K. Palmer,
Mott the Hoople,All the Young Dudes,1972,2021,166,0,11,0,0,0,0,0,0,0,K. Palmer,
Muddy Waters,Get My Mojo Working,1957,2004,359,0,25,0,0,0,0,0,0,0,K. Palmer,
Muddy Waters,Hoochie Coochie Man,1954,2004,225,0,7,0,0,0,0,0,0,0,K. Palmer,
Muddy Waters,Mannish Boy,1955,2004,229,0,28,0,0,1,0,1,1,0,K. Palmer,
Muddy Waters,Mannish Boy,1955,2021,425,0,28,0,0,1,0,1,1,0,K. Palmer,
Muddy Waters,Rollin' Stone,1948,2004,459,0,7,0,0,1,0,1,1,0,K. Palmer,
N.W.A.,Fuck tha Police,1989,2004,417,0,30,0,0,1,1,1,1,0,K. Palmer,
N.W.A.,Fuck tha Police,1988,2021,190,0,30,0,0,0,0,0,0,0,K. Palmer,
N.W.A.,Straight Outta Compton,1988,2021,248,0,4,0,0,0,0,0,0,0,K. Palmer,
Neil Young,After the Gold Rush,1970,2021,322,0,10,0,0,0,0,0,0,0,K. Palmer,
Neil Young,Cortez the Killer,1975,2004,321,0,203,0,0,0,0,0,0,0,K. Palmer,
Neil Young,Heart of Gold,1972,2004,297,0,34,0,0,0,0,0,0,0,K. Palmer,
Neil Young,Heart of Gold,1972,2021,259,0,34,0,0,0,0,0,0,0,K. Palmer,
Neil Young,Powderfinger,1979,2021,450,0,9,0,0,1,0,0,0,0,K. Palmer,
Neil Young,Rockin' in the Free World,1989,2004,214,0,14,1,0,1,0,1,1,1,K. Palmer,
Neneh Cherry,Buffalo Stance,1988,2021,412,0,28,1,0,1,0,1,1,1,K. Palmer,
New Order,Bizarre Love Triangle,1986,2004,201,2,10,0,0,1,0,1,1,0,K. Palmer,
New Order,Bizarre Love Triangle,1986,2021,220,2,10,1,0,1,0,1,1,1,K. Palmer,
New Order,Blue Monday,1983,2021,235,0,62,1,0,0,0,1,0,1,K. Palmer,
New York Dolls,Personality Crisis,1973,2004,267,0,24,0,0,1,0,1,1,0,K. Palmer,
New York Dolls,Personality Crisis,1973,2021,387,0,24,1,0,0,0,1,0,1,K. Palmer,
Nick Drake,Pink Moon,1972,2021,162,0,12,1,0,0,0,1,0,1,K. Palmer,
Nicki Minaj,Super Bass,2010,2021,426,0,16,0,0,0,0,0,0,0,K. Palmer,
Nina Simone,Mississippi Goddam,1964,2021,172,0,5,0,0,1,0,1,1,0,K. Palmer,
Nine Inch Nails,Closer,1994,2021,270,0,21,0,0,1,0,1,1,0,K. Palmer,
Nirvana,All Apologies,1993,2004,455,0,16,1,0,1,1,1,1,1,K. Palmer,
Nirvana,Come As You Are,1991,2004,445,0,16,0,0,0,0,0,0,0,K. Palmer,
Nirvana,Come as You Are,1991,2021,467,0,16,1,0,0,0,1,0,1,K. Palmer,
Nirvana,In Bloom,1991,2004,407,0,24,0,0,0,0,0,0,0,K. Palmer,
Nirvana,Smells Like Teen Spirit,1991,2004,9,0,9,0,0,0,0,0,0,0,K. Palmer,
Nirvana,Smells Like Teen Spirit,1991,2021,5,0,9,0,0,0,0,0,0,0,K. Palmer,
Norman Greenbaum,Spirit in the Sky,1970,2004,333,0,29,0,0,0,0,0,0,0,K. Palmer,
T. Rex,Cosmic Dancer,1971,2021,445,0,0,0,0,0,0,0,0,0,K. Palmer,
Talking Heads,Once in a Lifetime,1980,2021,28,0,17,0,0,0,0,0,0,0,K. Palmer,
Talking Heads,This Must Be the Place (Naive Melody),1983,2021,123,0,63,0,0,0,0,0,0,0,K. Palmer,
Tammy Wynette,Stand by Your Man,1968,2021,473,0,9,0,0,0,0,0,0,0,K. Palmer,
